id,y
0,69.56837772667183
1,73.46472588168874
2,71.75979156931714
3,70.80583366522505
4,69.62518171186116
5,74.02313550690936
6,62.278316170954874
7,59.65950784905169
8,82.19736544716093
9,76.7246205110227
10,61.21689157456666
11,81.17469539248907
12,71.46992427549444
13,79.47641517609719
14,55.19473982353062
15,82.66275249845468
16,70.80789073808155
17,77.23187374159285
18,69.74915850466587
19,70.75404590703685
20,68.41390912290233
21,63.84273553948444
22,79.2933960371573
23,77.58967175300984
24,59.602041843760006
25,73.7648465436232
26,65.69820453302152
27,75.30272311258584
28,63.36885992002378
29,75.25743103459399
30,65.18918900722463
31,74.75245945005038
32,61.86846865301199
33,74.30892283757673
34,66.68533343376778
35,66.82367762488938
36,76.24005694605563
37,54.49718728848325
38,70.56712045635558
39,66.52503355266083
40,65.36004023543586
41,76.33535788356208
42,70.21891791198881
43,74.97528355793625
44,73.55108067363423
45,69.69403211523202
46,69.3199251973752
47,74.02701175070291
48,73.84578453220202
49,68.74215059295129
50,77.16087152294394
51,62.768518025807694
52,61.98931824003601
53,80.98122543499757
54,81.15420621746648
55,69.77735357366869
56,66.70942352376461
57,70.44052267502076
58,72.8649305560813
59,60.305470524132595
60,57.66390490019259
61,73.48159787828503
62,64.56726847173735
63,74.60192318266529
64,72.53428110661886
65,55.773721635199976
66,67.28376246557791
67,79.00444103276836
68,64.69987002285298
69,76.09063684996545
70,59.61813580668853
71,77.82228749434498
72,66.95308982913573
73,57.55092787450528
74,63.9327336253526
75,73.49894324160421
76,72.554778367416
77,60.600949685339216
78,81.55975038010087
79,79.51417434683277
80,73.945907447256
81,79.3936153133885
82,70.63256797626745
83,72.92813721066557
84,58.42567183783838
85,64.16940636685126
86,57.17399435137648
87,79.4210526706988
88,76.87665039453606
89,82.79918815282868
90,67.2345637175332
91,69.8231012174967
92,75.70993941043129
93,68.8388034135657
94,76.17848200922833
95,62.96462461967552
96,71.6224980602701
97,69.35362808761143
98,72.38780106522356
99,74.30624878952223
100,78.41677526301888
101,80.76577070315624
102,77.28205744629851
103,79.71396034056436
104,81.687194332523
105,64.35101916419472
106,60.96549859627347
107,69.27717790034309
108,72.40702368056311
109,60.52128549034792
110,71.48759627742375
111,69.32611724002265
112,73.88655663037878
113,56.10743143070533
114,70.65545756314519
115,70.37359125976006
116,73.63489815061358
117,81.22711071722406
118,72.31489000151107
119,74.305745010428
120,80.11139925116858
121,79.29153926198687
122,58.52822805835619
123,57.6550147461074
124,71.35678456622095
125,65.50246652997957
126,58.52459404089477
127,79.14527583194757
128,74.9751972696517
129,73.04724653737081
130,60.125697410594825
131,74.65142064771432
132,64.59750018922583
133,59.0372717880409
134,79.9417076723428
135,46.150516544390655
136,77.45261133459788
137,73.0123246877621
138,77.14147026763803
139,73.26345300601335
140,70.93198351117738
141,63.37667750142041
142,69.7019853846368
143,72.86070320704765
144,81.57087344383238
145,56.715148028806155
146,69.43271546916769
147,60.22497593681294
148,77.29401978689236
149,71.33849601527976
150,74.62526994633188
151,72.48065731606728
152,72.8932146282563
153,60.39740229031101
154,81.92447540082767
155,57.076512338407326
156,61.769463973160946
157,77.295885539203
158,81.17927434673182
159,79.35359037685448
160,77.6470969477635
161,64.12156997583504
162,84.16796419443597
163,64.3147415914
164,67.36829375515569
165,75.51501960332929
166,62.55780190635461
167,77.96478295356006
168,72.5922094585077
169,75.40537605848456
170,61.887903549788035
